sqft_lot,price
14133,979000
28750,324888
3200,445000
2020,761000
4745,435000
8410,252000
10150,350000
8119,875000
8119,940000
11342,280000
4226,450000
237402,905000
20531,382450
13309,246700
9331,220000
4880,555750
8906,262500
4725,515000
21907,499500
13062,135000
7290,462500
21100,937500
9570,458000
7143,845000
40910,660000
6783,265000
6988,599999
8697,280000
189852,1.06E+06
14125,875000
7276,125000
4904,634800
9600,269950
11612,359950
11454,417000
4122,389000
10893,1.04E+06
11250,698000
10125,685000
7137,198500
5428,350000
387684,649950
7200,441000
11761,462600
6232,365070
7500,550000
9600,470000
10400,340000
38912,910000
8392,405000
4600,661000
7069,635000
6098,282000
10137,235000
22100,277500
8250,346500
5500,480000
6508,360000
6785,245000
1490,625000
2440,750500
9579,525000
57063,740000
7735,523000
4500,292000
9599,625000
11727,700000
1320,399950
1341,545000
6369,339999
6000,1.21E+06
5149,545000
8400,260000
3420,526000
8540,701000
7482,290000
1799,330600
8280,550500
6426,430000
16573,4.00E+06
4560,260600
7500,825000
8400,378950
9065,435000
1396,631000
8342,415000
7560,222000
8250,245000
10126,720000
9954,215000
2754,579100
9299,522500
3000,489000
2353,240000
3657,420250
20870,523000
6000,628000
7277,320000
7800,359950
8063,232000
5600,810000
7561,245000
8192,273000
14989,1.19E+06
6250,438000
19600,400000
4800,340000
951,552000
4080,790000
22000,360000
15022,235000
3600,775000
9600,489200
8900,341000
6050,335000
1441,393500
8846,360000
5750,400800
5378,585000
5000,1.60E+06
32033,2.88E+06
13000,300000
4560,1.05E+06
1110,360000
5453,665900
18224,470000
8164,581000
8401,527000
7245,423000
4416,875000
6903,410000
6005,606000
60840,654000
38500,150000
6771,373000
9488,550000
7604,512500
7388,360000
1480,369000
5262,825000
11475,255000
10800,1.29E+06
8470,270000
4924,480680
7725,525000
9238,291500
13551,305000
7500,285000
29111,1.88E+06
8000,329500
18226,1.57E+06
7202,379260
3411,356000
8947,571900
18360,271500
10030,390000
62310,550000
2070,755000
1485,509500
6278,486700
3000,527500
3600,475000
1793,268000
50529,562000
13449,780000
4400,700000
3000,710000
5664,445000
60548,729000
1388,384400
17853,815000
4069,865000
7200,514000
13193,615000
99170,865000
6930,755000
8321,425000
9839,375000
4548,750000
5408,722000
4480,1.01E+06
7510,725000
42180,170000
35315,845000
8771,271900
3880,1.30E+06
7800,261500
5000,619500
15247,435000
5454,210000
4010,489950
8800,260000
8499,300000
14161,530000
14030,235000
4000,593500
80471,562000
207346,585000
20734,2.40E+06
8901,199500
3240,544500
13370,394900
4095,912000
8102,260000
12778,858000
16454,1.28E+06
8544,242150
7200,220000
7980,235000
10300,370000
44866,450000
6337,534950
14271,730000
32450,465000
5734,178000
7140,215000
15508,300000
7066,430000
4366,183000
1501,585000
3330,192950
7713,599000
7920,326500
5765,358803
12920,537000
24691,1.16E+06
5889,156000
8276,219000
2700,1.19E+06
16788,248000
196020,340000
15300,899100
10954,346950
5775,330000
8250,325000
7884,315000
1375,649950
7200,316000
3196,386000
7280,535000
1800,600000
8746,339000
7456,167000
4800,430000
9309,688000
6000,834500
8750,1.08E+06
52272,250000
4000,402500
6435,432500
14100,485000
22000,560000
8292,410000
7344,455000
8968,459500
11305,371000
3400,289500
1263,395000
5000,496752
6800,227000
9261,330000
8610,480000
217800,290000
21336,281000
3120,705000
4000,1.40E+06
6611,485000
1919,622000
39848,380000
19513,2.13E+06
6380,561500
9600,242000
10726,348500
10726,370000
6663,752000
8250,230000
4977,715000
10187,240415
4080,562000
4080,360000
1246,659950
1599,458500
649,259950
6108,366000
7821,978000
6120,525000
4800,926300
6120,750000
6263,660000
7200,305000
6143,800000
9440,600000
88327,435000
4296,1.14E+06
1017,318000
5000,639000
3900,453000
9148,800000
6800,437000
75889,1.15E+06
8645,490000
7700,499950
10116,160134
8255,191000
7280,221000
6360,352800
10424,350000
3000,458000
189486,359950
5093,1.05E+06
11775,353000
4468,717550
6500,450000
3090,167500
78225,550000
9684,939000
15570,700000
435600,480000
4360,501000
8625,580000
59677,527550
4687,399000
5000,240000
268329,353000
3132,335000
2554,475000
5100,660000
1948,551000
10530,249950
262666,1.15E+06
6743,575000
11350,1.09E+06
7306,515000
11214,235000
3243,796000
2550,450000
18834,2.05E+06
6509,270000
27702,1.71E+06
4108,565000
3008,680000
35069,5.57E+06
35991,864500
18000,1.15E+06
30476,335000
15958,911000
6625,425000
81021,299950
49658,864000
6000,425000
14490,374950
7630,247000
7161,475000
5868,275000
368517,355000
22072,285000
38869,1.34E+06
17817,325000
40816,1.67E+06
9994,402000
16857,1.10E+06
9225,375000
12253,396000
9077,320000
5827,610000
7698,249950
100835,675000
7772,448000
3600,819000
18505,1.25E+06
6031,225000
982278,790000
6000,685000
8338,812000
6400,705000
6870,360000
779,344000
6900,825000
6120,476500
5096,379500
35236,620000
7701,477590
8190,490000
5000,470000
1236,500000
7341,370000
4400,790000
18295,725000
2800,840000
11108,390000
11585,507000
6273,263500
1683,369000
5326,500000
4301,570000
7145,284000
4108,415000
3090,197500
9492,925000
6300,468000
5001,355000
6000,639000
14250,720000
6000,381000
42769,1.05E+06
3730,670000
6658,400000
50479,910000
9427,294000
10230,315001
10723,360000
2700,520000
4560,474000
5876,702000
87497,728000
7277,308000
4443,2.00E+06
7917,340000
10200,306500
3600,716000
44431,950000
8561,673200
6000,564500
11801,393000
5071,425000
24684,150000
106722,327000
7448,444900
14773,305000
1194,469000
7875,525000
17424,330000
4080,618000
7350,295500
46173,567035
34870,518000
9200,303000
8065,300000
7520,413107
3090,400000
6859,535000
2600,555000
6386,312000
3500,785200
11850,749000
10367,285000
5088,425000
15540,360000
6615,260000
8509,369000
11132,275000
1448,407000
5418,575000
3852,1.24E+06
4913,875000
6811,320000
9041,810000
7620,274000
9523,239900
7808,450000
60548,263400
5967,265000
6250,418000
5737,390000
7500,430000
9705,1.44E+06
37373,297000
7220,650000
18000,195000
108900,554000
843309,550000
4590,700000
177657,300000
8576,315000
5250,603000
3400,530000
8480,397500
5250,221000
8050,466000
5412,197500
1080,280000
3873,412000
6731,454000
228254,540000
5753,250000
35691,900000
7902,245000
7251,290000
7742,160000
7225,1.26E+06
6050,325000
6750,185000
4990,477000
7623,100000
11481,345000
14985,530000
7156,203000
5000,599000
6000,370000
8000,140000
5100,500000
4000,527200
7015,549900
8095,760000
4400,319000
15264,362300
4505,421000
4000,690000
31798,640000
6900,238000
39640,789000
12741,1.05E+06
4476,302500
7920,259950
28516,456000
3718,369950
197326,363750
216493,585000
6676,268000
4000,1.20E+06
10176,345000
19850,539000
9792,851000
7200,900000
5000,850000
6500,390000
6909,345000
3150,534500
3960,643500
5520,1.21E+06
4000,495000
4120,535000
6578,435000
1831,305000
7910,799000
15031,700000
1213,467000
7560,263000
7157,760000
4435,293000
7929,245000
10807,181000
15264,240000
7961,880000
6377,285000
6017,407500
3543,325000
10454,405000
4120,291700
18525,370000
8960,270000
7200,800000
3210,626500
8406,1.13E+06
7545,399950
15030,419000
43995,1.16E+06
10769,1.41E+06
8064,710000
4840,650000
33750,369900
63118,641000
6879,403000
4000,1.02E+06
13600,865000
23954,2.49E+06
3588,810000
1154,316750
130244,652500
15240,360000
5100,208000
63991,898000
11934,295000
18253,652500
5764,560000
8400,280000
8584,289950
44093,397500
75132,380000
22703,415900
8645,475000
7440,125000
32670,238000
9750,296000
117612,475000
6250,390000
3750,425000
5000,725000
12134,605000
1950,302000
6000,886000
6120,540000
8400,435000
10752,409000
7280,405000
3984,560200
7208,324000
8290,390000
5000,414000
4670,441500
5146,375000
5500,668500
10202,540000
11240,1.04E+06
4920,1.35E+06
9549,758000
10687,949880
4089,570000
12047,736000
4400,670000
8400,1.13E+06
3976,650000
4000,690000
45738,610000
4000,413500
9752,765000
7081,828200
4397,205000
5175,465000
5402,556000
4169,540000
4254,423000
14766,375000
12696,173250
12030,599900
4461,646000
17811,1.08E+06
3870,558000
5225,354000
9517,1.20E+06
4200,670000
9378,1.13E+06
12250,267500
4708,299800
9120,430000
3040,775000
5214,333000
11765,336000
1712,323000
56628,575000
2079,328000
4600,572500
5100,600000
7242,412000
7200,827500
17349,300000
5040,415000
4056,750000
4000,800000
6000,420000
8250,266000
10590,499000
5750,440000
12196,495000
5300,630000
6818,424000
36183,760000
15704,650000
10018,248500
12420,379600
10032,538000
6360,530000
9720,545000
35261,925000
48787,565000
3522,405100
8800,502000
3000,425000
2958,233500
10341,287000
8775,190000
31510,666000
3090,330000
7821,1.49E+06
10256,393000
4627,353000
6720,260000
2551,680000
11200,921000
6380,319000
10881,280000
6300,220000
5200,219000
7171,528000
8100,405000
1618,372977
5900,934550
9900,1.47E+06
5350,975000
13806,800866
16264,950000
4140,624000
8442,1.85E+06
9876,310000
6800,315000
5973,675000
8208,490000
6350,600000
20524,154000
6500,480000
7500,196900
39370,735000
8748,205500
1040,357186
6754,275000
12026,248500
7836,350000
47250,390000
12240,390000
14913,660000
8263,310000
5137,717000
11250,260000
5001,745000
12042,470000
8820,429000
7140,220000
1850,497000
4000,716100
94525,371000
25175,379000
8500,937500
4500,720000
2306,616000
7120,259000
3825,538000
9576,605000
7603,369950
4220,310000
9450,227500
7400,274000
8088,410000
78408,354800
5120,650000
13862,353000
12745,224975
13054,600000
7700,437500
6093,567000
11656,225000
9330,255000
7500,2.48E+06
4600,370000
8800,675000
4268,285000
37904,310000
7245,475000
5034,410000
5950,895000
7733,375000
4694,349000
4400,650500
15120,760000
3960,480000
16145,689000
5000,415000
6110,195000
9956,318000
35621,404000
3090,339950
7897,215000
7423,339900
3211,285000
5000,550000
9000,430000
7790,219000
4750,555000
7686,233000
19501,248000
9200,454000
4418,950000
7857,359000
8230,407500
7300,224000
4590,210000
9824,261000
1706,719000
3738,440000
10362,525000
9720,375000
1960,428000
7910,988830
6225,199950
3671,840000
7006,285000
4972,330000
10125,147500
7125,320000
9000,382500
8208,2.05E+06
10000,596000
7280,220000
6818,325000
5664,679950
6911,175000
10050,268000
110579,715000
36384,600000
5900,228000
35880,950000
224334,475000
78408,700000
20700,275000
20700,369500
7575,215000
7172,593450
4614,498800
6534,849000
4875,1.15E+06
5110,825000
9769,265000
10400,285000
7931,240000
17739,261000
7350,330000
7560,250000
9538,350000
35273,930000
8050,275000
7620,325000
5000,255000
5250,562200
88909,952000
7350,365000
11996,332900
18360,721000
3986,487275
5791,310000
4800,245000
10573,325000
9401,550000
4500,350000
72309,599000
9500,259950
7264,240000
10080,186000
15028,395000
5757,475000
10794,815000
13751,572000
3188,419500
7350,298700
13392,549000
9994,278000
4500,455000
13495,925000
1201,465000
2970,620000
7650,499900
11422,620000
6120,450000
2147,690000
16672,1.90E+06
16672,1.94E+06
9527,832500
9678,245000
18935,820000
6495,369000
8331,1.05E+06
5067,653000
10500,220650
6355,300000
20023,970000
5451,360000
5760,672500
7020,268000
3245,440000
7200,1.40E+06
11072,590000
22860,359000
7632,266500
8679,635000
217800,559000
38985,895000
118047,625000
9320,650000
7840,312500
6099,225000
8400,425000
41250,329999
9225,572000
5048,386500
5000,452000
6324,278000
43647,474900
6574,450000
5100,611000
2064,214100
5011,317000
12528,1.00E+06
5700,1.00E+06
7200,525000
6680,436000
9154,450000
14892,588500
8374,340000
85377,482000
131116,1.58E+06
7126,749000
7875,330000
1279,568000
8925,239000
4932,528000
5102,385000
14219,825000
5000,815000
34335,625000
6000,690000
7440,210000
4280,599000
5584,860000
9600,147200
5758,476900
36254,450000
11816,570000
3060,567500
20446,790000
12686,875000
10275,490000
9133,335000
10798,550000
10541,385000
8085,395000
5750,650000
5803,637000
9900,692500
15844,322400
10517,233500
11413,400000
4080,547000
13054,519000
19850,1.03E+06
6435,365000
36817,699000
8000,525000
8936,430000
7500,325000
6300,279000
4750,805000
3962,419950
4455,425000
5922,446000
7860,455000
4440,226550
4080,764000
15000,439950
5100,453000
9620,219950
6750,702500
12231,285000
2578,798750
5316,320000
14630,425000
4450,540000
14757,1.06E+06
4500,1.17E+06
13891,576000
7200,525000
8615,324950
77536,600000
5400,464000
7102,266000
74390,775000
4800,415000
6731,550000
7606,235000
8089,280000
7807,459000
7615,195000
8738,235000
16650,711800
1032,440000
3300,515000
9480,1.20E+06
12443,560000
11249,340000
3500,600000
7938,764000
8779,337000
20000,1.39E+06
7552,249000
35782,350000
6000,269950
108900,735000
4000,1.30E+06
7560,475000
8459,339000
15160,600000
4760,397500
111078,1.53E+06
9055,460000
5207,370000
7296,250000
60123,1.10E+06
1516,430000
4000,1.09E+06
8160,670000
11895,461550
2386,479990
4663,643000
12813,607000
10092,625000
8778,731100
434728,859000
10375,435000
15600,465000
6380,740000
9478,740000
7280,250000
1763,656000
8058,300000
214315,643000
6124,311000
7482,360000
10043,475000
1778,469950
8750,240000
8100,232000
81893,350000
33747,803000
7000,355000
2250,475000
9825,823000
3060,395000
5250,499000
3136,420000
14000,961500
12238,833000
11319,479000
10422,1.15E+06
8100,267000
94525,555000
9725,490000
3400,619000
28185,569950
3000,549000
7245,422500
9681,400000
7984,692500
5499,310000
8820,499900
7335,492000
40575,460000
2640,800000
4200,832600
7350,470000
4500,542000
13912,1.31E+06
7500,308130
2699,310000
8015,235000
7560,215000
10403,210000
150282,730000
9342,245000
20018,540000
6078,299000
40106,510000
7200,198000
7452,950000
7600,300000
8580,528000
16249,507000
6384,770000
7210,255000
3451,220000
5349,690700
8380,447000
4505,755000
6000,700000
7700,250000
6969,320000
14667,565000
4500,754300
9000,650000
8455,529888
9812,432000
7670,235000
6556,994900
8442,489000
7427,800000
9957,370000
9600,436000
3757,395000
8399,377691
5185,370000
4394,515000
7686,169000
4268,475000
6180,420000
9420,1.30E+06
13300,822000
25697,1.50E+06
6810,485000
8505,270000
11250,300000
7728,878000
4203,590000
2100,611900
7373,240000
10951,395000
7110,169000
14972,200500
7140,308000
7885,290256
8800,279950
7875,195000
13000,630000
15438,1.16E+06
3896,478000
6690,835000
2421,639000
12633,623000
7680,220000
18099,526000
5016,243500
4930,750000
9126,329000
4000,525000
3101,190000
10800,772650
4038,355000
54450,650000
3600,678500
11877,669950
18450,850000
3885,572000
13002,492450
11866,813000
9732,710000
2400,792500
7725,285900
12972,389000
2833,675000
33801,352000
11588,1.05E+06
10400,768500
7778,500000
8800,685000
5700,648475
6600,655000
4000,895000
9554,195000
7350,368000
13609,997000
19991,335000
7258,250000
8980,278500
7300,260000
6141,162500
8316,239000
5122,600000
7778,350000
8131,852500
5490,485000
8320,299000
6509,227450
5612,383000
392475,835000
2992,760000
3000,532500
26359,635000
3072,438500
9361,545500
9549,675000
4080,450000
10815,199999
16170,375000
43847,600000
7123,292600
8904,1.04E+06
4959,610000
9451,397450
15528,382000
7667,370000
7667,520000
7906,260000
7200,890000
8412,344000
8498,205000
8550,379000
12094,424240
12094,589950
4650,582000
7709,349000
12005,658000
5000,294000
7598,690000
5000,600000
5200,199990
8850,220000
15750,440000
1994,439990
7208,815000
3766,535000
10016,215000
35012,605000
7278,349900
5510,495000
4900,515100
55387,620000
10370,657500
8250,250000
8250,385000
7500,307000
9253,288000
7200,226450
6991,390000
10236,350000
7884,368000
4284,469000
150270,865000
15916,515000
8560,410000
43560,210000
7700,460000
9654,241500
19000,322200
6000,279000
27007,303000
6615,420000
18335,249000
8840,294950
3997,1.32E+06
4800,335000
8051,1.16E+06
3708,520000
8800,560000
7464,243400
14404,405000
14695,495000
7095,350000
7601,368500
8236,99000
12320,1.07E+06
7724,430000
8475,412500
62365,1.12E+06
35062,915000
7620,535000
8676,390000
3135,499000
7955,375000
7620,349000
7482,635000
8009,682000
16770,321027
4120,150000
17583,410000
4080,449950
7144,194990
8775,475000
3000,530000
7643,319950
9435,210000
3330,485000
10240,774000
8208,478000
5280,385000
43017,595000
7117,285000
4004,723000
16000,279000
7560,195000
2192,625000
9314,270000
5520,559000
14834,474000
7345,303500
8645,350000
10064,367500
10064,595000
118483,589000
87213,585000
8801,482975
4499,365500
7800,570000
8040,335000
4815,767500
1613,386591
5750,279000
32780,620000
23400,407000
213879,364250
9292,399000
30007,766950
4232,710000
4120,320000
3253,300000
9187,263000
4408,445000
9001,554000
5100,335000
6964,307000
8160,404000
5250,775000
9126,220000
9750,518000
9486,1.60E+06
2550,315000
11349,572650
9205,350000
5850,285000
7247,231000
5200,179000
9625,244000
11662,185850
12033,610000
9155,419000
6400,779000
14134,695000
7580,319900
7700,329000
4512,475226
5000,638000
15873,440000
5080,214000
14217,600000
4500,935000
10210,630000
4780,575000
20466,345000
9690,323000
13218,425000
108900,411000
9000,299800
5000,823000
8108,200000
13300,760000
3899,359950
8325,375000
89298,295000
7882,250000
1387,497000
8798,520000
6781,365000
8000,459900
6090,158000
9600,294700
15075,439950
40946,899000
12141,535000
10800,530000
7000,215000
5400,290000
5934,798000
9578,785000
8565,433000
6835,425000
7540,654000
5065,215000
6540,232000
10500,675000
8000,665000
29163,835000
7560,525000
3094,780000
67518,844000
54048,680000
8100,290000
15783,560000
6536,605500
5979,762500
5500,1.74E+06
8346,665000
4400,540000
6180,375000
6826,342000
23522,340000
12719,1.25E+06
13063,693000
12462,638500
18265,805000
8062,250000
4698,325000
4290,270000
3680,880000
6350,300000
8750,290000
17208,2.85E+06
5825,259950
13402,1.78E+06
5250,299950
43560,483000
8640,890000
4500,719000
100681,785000
3995,660000
8118,264000
11141,575000
53574,1.22E+06
98881,475000
12750,845800
8182,352500
8400,347000
6192,560000
50094,323000
22081,595000
6400,257500
4600,450000
7208,410000
13503,810000
10090,372500
9083,325000
7660,280000
19978,258000
5900,329950
12987,836000
7040,365000
6000,111300
105850,864000
8613,725000
6605,550000
7500,130000
4000,765000
7480,255000
40003,439500
5546,268000
8534,985000
8469,751305
7553,280000
8750,304000
13235,200000
41325,325000
11603,736000
6515,426500
4400,640000
6120,230000
5043,366350
8336,365000
8322,482000
7991,345000
5120,682000
6002,657500
6533,895000
5665,425000
8750,532500
9436,540000
9580,578000
6041,1.09E+06
9750,322500
10560,140000
51836,485000
19709,575000
21780,421000
3497,355000
6967,515000
7200,309000
35536,815000
7875,285000
5000,700000
8628,289000
62726,458000
8378,230000
7120,432500
10440,288000
12330,354000
11000,119500
23781,805000
2581,435000
10018,260000
8385,377000
7376,602000
4800,530000
3740,525000
1086,250000
6356,681000
20588,625000
3920,448500
7260,260000
8050,538000
7947,385500
6000,428400
9240,346290
8430,587000
6775,355000
7865,650000
5455,340000
8624,565000
5000,630000
7198,227000
17674,600000
6758,540400
8060,569000
8159,735000
9353,434000
4000,578888
20720,465425
7754,280500
3507,539950
15426,406430
35000,1.15E+06
6191,250000
8547,266000
7200,258000
21890,472000
1536,530000
5120,302282
6213,370000
5307,625000
6825,142500
7405,334000
3000,362000
4000,181000
10425,241500
12720,245000
8848,227500
8100,158550
10247,450000
10080,485000
9794,353000
4668,500000
10600,360000
11858,357500
13816,272000
7854,422000
15000,365000
13789,450000
6504,275053
17919,1.88E+06
9000,725000
9697,235000
4206,510000
4206,489950
4195,463000
5948,536000
6145,375000
4727,630000
14374,362000
11659,350000
13515,1.69E+06
8775,255000
7665,269000
4838,370000
7920,270000
9516,265000
4046,487000
6027,835000
112750,850000
11201,575000
8000,335000
7200,318000
11325,510000
9720,242500
8400,750000
7950,439900
3040,710000
9088,2.40E+06
13700,435000
6867,874000
4080,385000
4746,110000
8085,477000
6394,500000
11225,885000
5600,235000
15236,210000
4000,320000
7904,406000
10225,350000
43710,350000
8930,720000
14982,604700
5662,343000
15757,558000
7740,364000
11242,420000
7344,450000
5000,392000
2685,100000
1103,480000
9225,212000
8960,560000
3990,359950
110642,535000
5400,980000
2199,720000
5400,619950
19821,489000
2970,415000
11108,672500
4171,352500
8400,258750
7000,350000
10464,152000
7528,378500
41041,1.02E+06
6700,419000
13927,895000
9546,668500
2533,487000
10137,538000
28014,898000
7767,315000
4440,800000
8250,516130
19593,1.60E+06
12796,1.20E+06
9112,355425
5925,1.16E+06
9600,689000
1500,500000
42733,430000
15312,299500
5289,349950
4500,1.42E+06
10189,998000
9600,329000
5956,575000
9430,529900
10189,1.47E+06
9400,725000
5000,286000
9926,335000
7000,395300
13348,510000
7500,203000
8301,248000
7216,265000
4560,1.00E+06
24500,1.00E+06
9828,241400
10074,309950
4057,294010
9672,345000
9672,625000
4543,660000
4500,559000
9786,866000
5700,770000
7827,259950
9838,352000
13180,2.47E+06
10229,395000
6650,276500
100623,530000
10260,798000
5756,380000
10433,350000
6049,325000
4549,336000
17235,286900
7245,472000
8100,263000
4000,565000
8444,765000
9409,1.52E+06
8174,405000
16219,1.10E+06
188760,555000
3516,305000
9370,289950
218472,487500
12091,96500
12091,185000
6061,150550
5080,339000
7230,675000
4080,615000
9320,837500
11835,250000
8144,583000
1728,499000
6328,550000
204296,400000
4097,990400
52272,600000
6236,325000
6000,265000
9362,1.62E+06
8353,347500
3000,629000
11340,1.09E+06
7859,397500
3700,404500
7500,225000
9900,267000
4000,800000
6918,339000
11972,1.85E+06
3876,525000
6218,1.15E+06
6250,565000
1280,387000
34290,720000
12426,1.50E+06
7617,235000
7617,365000
7484,368250
7484,580000
11774,1.10E+06
4496,215000
9959,648000
9318,705000
1540,465000
3500,650000
7500,335000
31850,640000
8029,638250
14353,1.46E+06
4600,375000
9525,842000
7200,499950
25211,810000
11970,310000
8809,730000
4750,637800
4800,225000
10800,417500
10160,265000
8683,550000
159865,625700
10637,595000
13475,270000
3200,739375
1032,357562
29224,1.01E+06
4286,455000
9600,310000
111514,415000
8100,452000
16928,810000
4750,730001
86636,825000
3000,665000
7800,327500
36218,699950
34680,424000
3375,657000
10844,445000
762,450000
7455,350000
17532,460000
22651,385000
6160,272000
5544,535000
5200,216500
12245,325000
7280,420200
5650,258000
4500,450000
3794,720168
5000,652000
8248,569500
292288,411000
3825,524950
10152,153000
5467,775000
6111,338500
9000,570000
8429,653000
1222,435000
8160,207000
7500,540000
9583,386000
8075,265000
572,250000
6600,1.70E+06
7251,455000
13000,1.80E+06
7200,759000
74358,970000
24501,280000
8327,690000
25150,789900
5100,447500
7575,440000
7789,278000
6000,980000
14197,245000
11475,287000
132858,435000
11690,585000
5846,616000
9000,203000
3840,860000
12690,833000
6856,565000
7589,572500
4235,254000
21000,1.53E+06
217800,900000
3730,899000
6000,560000
7200,512500
5000,775000
4700,200000
4700,172000
6000,219900
9123,641200
7200,473000
9580,540000
4500,295000
2296,370000
8000,1.73E+06
48257,275000
4750,89000
9800,175000
11900,490000
9630,342400
4200,345000
3400,399000
9719,550000
11835,652450
29347,438000
5058,605000
11733,395000
3048,449950
5526,651100
6050,241000
20412,3.42E+06
1749,268500
7200,200000
7680,400375
6315,429000
2400,230000
10702,1.20E+06
6000,314200
8887,513000
5346,535000
6344,420000
4118,345950
2016,483500
2500,695000
8906,295000
9960,434975
4592,513000
11407,360000
8000,234900
6603,963000
4800,595000
14408,942500
11200,1.03E+06
3600,350000
39848,416500
60720,209900
5000,802000
8800,230000
10375,489000
28750,497000
7738,250000
3600,925000
15496,390000
9600,415000
9638,785000
4000,575000
8636,170000
3400,750000
9639,230000
35074,855000
45738,235000
69260,335000
18129,1.20E+06
6000,677000
5000,575000
4590,450000
7202,817250
28600,440000
2400,526000
15258,762500
7719,325000
85728,840000
4500,377500
7128,212500
20301,749400
37843,663000
22518,1.48E+06
7800,261000
9248,515000
16921,410000
10160,336000
4128,440000
6200,908950
3700,554000
1606,387000
9240,268643
5000,514000
4182,420000
9871,199000
15701,225000
8424,320000
8185,204995
1827,376000
6222,705000
7869,725995
8190,285000
9397,285000
5936,731000
17000,1.56E+06
10423,510000
4332,620000
31796,1.11E+06
4960,796000
25500,255000
4000,807000
6000,315000
7355,637000
43838,2.73E+06
10023,490000
7281,253000
6270,325900
6677,425000
6675,215000
6675,315000
3933,724800
6500,295000
7620,509007
169448,306000
7210,205000
9737,275000
7000,685000
12833,465000
9800,560000
9605,458500
7590,354000
7923,441000
10488,194000
6807,316500
3250,524950
6092,1.05E+06
13894,925000
4524,780000
3128,241000
10744,519000
4000,286000
17800,400000
43560,255000
7754,152000
15143,599000
3905,330000
7193,461000
34991,620000
219106,352500
6911,435000
5310,725000
12300,300000
8284,252000
8996,464625
9586,340000
6280,1.33E+06
13970,455000
18042,495000
4501,925000
8737,587000
5520,524000
4800,1.03E+06
2332,176000
5500,249900
53143,499500
10542,600000
7800,294000
19843,272000
10800,390000
9650,700000
6621,635000
3600,920000
8530,500000
4515,263500
9990,975000
3485,575000
40386,822000
7200,300000
12080,487600
8640,500000
989,680000
21096,419000
5250,450000
4500,650000
8086,550000
5202,330000
32234,282510
13296,2.39E+06
10200,230000
6613,750000
5366,321000
18000,2.20E+06
10416,245000
4000,510000
9571,751000
36601,675000
13350,295000
6000,312000
13129,730000
5880,762500
7680,150000
7374,270000
9301,400000
6720,650000
5000,530000
9400,248000
5300,760000
10521,199000
8400,240000
1795,415000
16376,228000
12106,525000
5223,399950
8571,781000
1330,827000
8621,525000
5232,671300
2378,175000
22547,1.10E+06
10560,800000
4600,329950
7200,445000
12208,237000
6224,1.11E+06
5700,438900
5000,1.28E+06
3866,600000
4569,670000
4823,519000
7350,320000
867,270000
5832,1.00E+06
4800,330000
10960,657500
61419,450000
6488,150000
175421,792500
13227,540000
8848,229900
6536,533000
12560,239000
167706,713900
8726,427500
7000,302000
48743,1.15E+06
4270,555000
3000,495000
13288,495000
48292,340000
36116,464950
7040,320000
64469,440000
9990,686000
11000,555000
3860,361500
7500,1.24E+06
10183,154950
8719,247200
7414,250000
7200,590300
8426,541125
923,310000
9520,704111
19602,277500
8937,325000
7023,289200
5000,185000
8580,1.45E+06
8100,420550
11310,603000
2640,345000
3075,650000
19439,589950
1607,309950
241200,775000
5109,590000
2760,863500
7000,517500
7440,700000
8154,699000
3574,350000
16564,795000
7640,543000
3143,325000
6000,337500
11080,425000
9773,780000
17389,259000
12950,524400
8018,260000
1822,273000
75794,639900
8626,420000
8000,510500
7200,290000
6269,226000
3844,300000
10860,407450
7920,390000
20000,1.06E+06
18167,610000
7242,239975
5760,375000
4400,742500
11625,450000
10395,300000
7700,216600
6120,525000
21000,455000
35218,390000
8667,450000
4400,382000
9600,287000
190357,460000
3015,435000
4032,575000
3600,626700
8680,352000
6750,650000
17630,197000
6695,340000
14985,560000
6300,354000
9086,670000
6202,769000
3139,650000
9484,650000
7416,289950
21138,300000
5750,471000
8540,639000
6900,287000
8335,740000
3000,499922
14071,675000
9200,738515
4800,445000
11343,1.04E+06
2196,346000
4886,450000
13755,350000
7200,2.40E+06
35008,594950
5354,1.70E+06
9000,219000
3982,450000
7311,402000
4000,275000
4500,421500
60392,560000
9600,314000
8190,287000
5750,277000
6731,337500
10245,792000
7074,435000
9030,313100
3333,575000
7800,510000
5200,299950
5800,1.03E+06
8625,364000
7470,335000
8000,219950
6994,215000
215186,640000
6300,535000
7826,253000
2500,650000
4445,672000
8540,606000
9720,292000
7757,289950
9323,257500
6985,380000
1113,360000
7412,269500
6031,449000
7232,375000
10450,2.20E+06
59242,810000
7861,994000
10500,275000
2482,300000
8428,380000
10051,200000
1349,635000
5750,280000
6832,574000
9729,1.05E+06
191228,545000
8400,271950
24969,630000
10800,400000
6200,334000
4855,332500
1444,525000
8403,408000
7491,846450
10323,411100
11340,409124
5192,335950
9597,480000
30144,280000
4410,668000
8641,750000
4000,394475
4320,848000
3600,675000
7572,175000
6000,560000
13189,538888
9244,359000
5128,300000
5994,273000
1438,670000
8376,530000
3060,625000
6000,248000
4812,533000
10510,549950
7392,485000
4845,353500
12142,435000
10000,241000
3560,885000
2370,799200
12746,760000
5700,270000
7475,675000
5940,499000
28718,1.20E+06
4865,320000
210254,890000
7350,275000
8302,490000
4200,550000
9537,390000
11920,277000
7647,236000
13068,265953
6240,545000
10109,535000
9671,1.45E+06
3497,490000
7200,319950
7200,625000
6947,248000
7840,475000
9324,410000
